optimizer,Num of Layers,Epoch,Batch Size,Learning Rate,Validation Accuracy,Validation Loss,Samples
SGD,101,70,16,0.005,0.9815,1.2921,"SGD, 101, 70, 16, 0.005"
SGD,101,90,16,0.005,0.9919,1.0755,"SGD, 101, 90, 16, 0.005"
SGD,101,110,16,0.005,0.9923,0.8868,"SGD, 101, 110, 16, 0.005"
SGD,101,1,32,0.005,0.4706,2.1776,"SGD, 101, 1, 32, 0.005"
SGD,101,2,32,0.005,0.5309,2.1461,"SGD, 101, 2, 32, 0.005"
SGD,101,4,32,0.005,0.6103,2.1136,"SGD, 101, 4, 32, 0.005"
SGD,101,6,32,0.005,0.671,2.0801,"SGD, 101, 6, 32, 0.005"
SGD,101,8,32,0.005,0.7207,2.0456,"SGD, 101, 8, 32, 0.005"
SGD,101,10,32,0.005,0.7603,2.01,"SGD, 101, 10, 32, 0.005"
SGD,101,30,32,0.005,0.9213,1.7711,"SGD, 101, 30, 32, 0.005"
SGD,101,50,32,0.005,0.9716,1.5234,"SGD, 101, 50, 32, 0.005"
SGD,101,70,32,0.005,0.9915,1.2866,"SGD, 101, 70, 32, 0.005"
SGD,101,90,32,0.005,0.9921,1.0689,"SGD, 101, 90, 32, 0.005"
SGD,101,110,32,0.005,0.9921,1.0689,"SGD, 101, 110, 32, 0.005"
SGD,101,1,64,0.005,0.4912,2.1726,"SGD, 101, 1, 64, 0.005"
SGD,101,2,64,0.005,0.5509,2.1411,"SGD, 101, 2, 64, 0.005"
SGD,101,4,64,0.005,0.6303,2.1086,"SGD, 101, 4, 64, 0.005"
SGD,101,6,64,0.005,0.6897,2.0751,"SGD, 101, 6, 64, 0.005"
SGD,101,8,64,0.005,0.7403,2.0405,"SGD, 101, 8, 64, 0.005"
SGD,101,10,64,0.005,0.7798,2.0049,"SGD, 101, 10, 64, 0.005"
SGD,101,30,64,0.005,0.9409,1.765,"SGD, 101, 30, 64, 0.005"
SGD,101,50,64,0.005,0.9913,1.5193,"SGD, 101, 50, 64, 0.005"
SGD,101,70,64,0.005,0.9919,1.2825,"SGD, 101, 70, 64, 0.005"
SGD,101,90,64,0.005,0.9923,1.0647,"SGD, 101, 90, 64, 0.005"
SGD,101,110,64,0.005,0.9921,0.8759,"SGD, 101, 110, 64, 0.005"
SGD,101,1,8,0.0075,0.4207,2.1901,"SGD, 101, 1, 8, 0.0075"
SGD,101,2,8,0.0075,0.4832,2.1579,"SGD, 101, 2, 8, 0.0075"
SGD,101,4,8,0.0075,0.5609,2.1256,"SGD, 101, 4, 8, 0.0075"
SGD,101,6,8,0.0075,0.6206,2.0932,"SGD, 101, 6, 8, 0.0075"
SGD,101,8,8,0.0075,0.6715,2.0608,"SGD, 101, 8, 8, 0.0075"
SGD,101,10,8,0.0075,0.7112,2.0284,"SGD, 101, 10, 8, 0.0075"
SGD,101,30,8,0.0075,0.8715,1.7901,"SGD, 101, 30, 8, 0.0075"
SGD,101,50,8,0.0075,0.9218,1.5447,"SGD, 101, 50, 8, 0.0075"
SGD,101,70,8,0.0075,0.9516,1.3102,"SGD, 101, 70, 8, 0.0075"
SGD,101,90,8,0.0075,0.9713,1.0957,"SGD, 101, 90, 8, 0.0075"
SGD,101,110,8,0.0075,0.9819,0.9074,"SGD, 101, 110, 8, 0.0075"
SGD,101,1,16,0.0075,0.4421,2.1841,"SGD, 101, 1, 16, 0.0075"
SGD,101,2,16,0.0075,0.5015,2.1519,"SGD, 101, 2, 16, 0.0075"
SGD,101,4,16,0.0075,0.5807,2.1196,"SGD, 101, 4, 16, 0.0075"
SGD,101,6,16,0.0075,0.6403,2.0863,"SGD, 101, 6, 16, 0.0075"
SGD,101,8,16,0.0075,0.6909,2.0529,"SGD, 101, 8, 16, 0.0075"
SGD,101,10,16,0.0075,0.7306,2.0195,"SGD, 101, 10, 16, 0.0075"
SGD,101,30,16,0.0075,0.8919,1.7816,"SGD, 101, 30, 16, 0.0075"
SGD,101,50,16,0.0075,0.9423,1.5351,"SGD, 101, 50, 16, 0.0075"
SGD,101,70,16,0.0075,0.9721,1.3006,"SGD, 101, 70, 16, 0.0075"
SGD,101,90,16,0.0075,0.9819,1.0861,"SGD, 101, 90, 16, 0.0075"
SGD,101,110,16,0.0075,0.9915,0.8978,"SGD, 101, 110, 16, 0.0075"
SGD,101,1,32,0.0075,0.4624,2.1779,"SGD, 101, 1, 32, 0.0075"
SGD,101,2,32,0.0075,0.5212,2.1456,"SGD, 101, 2, 32, 0.0075"
SGD,101,4,32,0.0075,0.6009,2.1133,"SGD, 101, 4, 32, 0.0075"
SGD,101,6,32,0.0075,0.6606,2.0809,"SGD, 101, 6, 32, 0.0075"
SGD,101,8,32,0.0075,0.7115,2.0486,"SGD, 101, 8, 32, 0.0075"
SGD,101,10,32,0.0075,0.7512,2.0162,"SGD, 101, 10, 32, 0.0075"
SGD,101,30,32,0.0075,0.9115,1.7769,"SGD, 101, 30, 32, 0.0075"
SGD,101,50,32,0.0075,0.9613,1.5304,"SGD, 101, 50, 32, 0.0075"
SGD,101,70,32,0.0075,0.981,1.2959,"SGD, 101, 70, 32, 0.0075"
SGD,101,90,32,0.0075,0.9916,1.0814,"SGD, 101, 90, 32, 0.0075"
SGD,101,110,32,0.0075,0.9916,1.0814,"SGD, 101, 110, 32, 0.0075"
SGD,101,1,64,0.0075,0.4827,2.1713,"SGD, 101, 1, 64, 0.0075"
SGD,101,2,64,0.0075,0.5415,2.1399,"SGD, 101, 2, 64, 0.0075"
SGD,101,4,64,0.0075,0.6209,2.1076,"SGD, 101, 4, 64, 0.0075"
SGD,101,6,64,0.0075,0.6807,2.0752,"SGD, 101, 6, 64, 0.0075"
SGD,101,8,64,0.0075,0.7312,2.0429,"SGD, 101, 8, 64, 0.0075"
SGD,101,10,64,0.0075,0.7706,2.0105,"SGD, 101, 10, 64, 0.0075"
SGD,101,30,64,0.0075,0.9319,1.761,"SGD, 101, 30, 64, 0.0075"
SGD,101,50,64,0.0075,0.9815,1.5146,"SGD, 101, 50, 64, 0.0075"
SGD,101,70,64,0.0075,0.9912,1.2792,"SGD, 101, 70, 64, 0.0075"
SGD,101,90,64,0.0075,0.9918,1.0657,"SGD, 101, 90, 64, 0.0075"
SGD,101,110,64,0.0075,0.9919,0.8768,"SGD, 101, 110, 64, 0.0075"
SGD,101,1,8,0.01,0.4216,2.1895,"SGD, 101, 1, 8, 0.01"
SGD,101,2,8,0.01,0.4821,2.1573,"SGD, 101, 2, 8, 0.01"
SGD,101,4,8,0.01,0.5598,2.125,"SGD, 101, 4, 8, 0.01"
SGD,101,6,8,0.01,0.6193,2.0926,"SGD, 101, 6, 8, 0.01"
SGD,101,8,8,0.01,0.6707,2.0602,"SGD, 101, 8, 8, 0.01"
SGD,101,10,8,0.01,0.7104,2.0278,"SGD, 101, 10, 8, 0.01"
SGD,101,30,8,0.01,0.8707,1.7895,"SGD, 101, 30, 8, 0.01"
SGD,101,50,8,0.01,0.9209,1.5431,"SGD, 101, 50, 8, 0.01"
SGD,101,70,8,0.01,0.9506,1.3086,"SGD, 101, 70, 8, 0.01"
SGD,101,90,8,0.01,0.9704,1.0941,"SGD, 101, 90, 8, 0.01"
SGD,101,110,8,0.01,0.9809,0.9058,"SGD, 101, 110, 8, 0.01"
SGD,101,1,16,0.01,0.441,2.1831,"SGD, 101, 1, 16, 0.01"
SGD,101,2,16,0.01,0.5004,2.1509,"SGD, 101, 2, 16, 0.01"
SGD,101,4,16,0.01,0.5796,2.1186,"SGD, 101, 4, 16, 0.01"
SGD,101,6,16,0.01,0.6392,2.0852,"SGD, 101, 6, 16, 0.01"
SGD,101,8,16,0.01,0.6899,2.0518,"SGD, 101, 8, 16, 0.01"
SGD,101,10,16,0.01,0.7296,2.0184,"SGD, 101, 10, 16, 0.01"
SGD,101,30,16,0.01,0.891,1.7795,"SGD, 101, 30, 16, 0.01"
SGD,101,50,16,0.01,0.9413,1.5329,"SGD, 101, 50, 16, 0.01"
SGD,101,70,16,0.01,0.971,1.2984,"SGD, 101, 70, 16, 0.01"
SGD,101,90,16,0.01,0.9815,1.0839,"SGD, 101, 90, 16, 0.01"
SGD,101,110,16,0.01,0.9912,0.8956,"SGD, 101, 110, 16, 0.01"
SGD,101,1,32,0.01,0.461,2.1769,"SGD, 101, 1, 32, 0.01"
SGD,101,2,32,0.01,0.5207,2.1446,"SGD, 101, 2, 32, 0.01"
SGD,101,4,32,0.01,0.6001,2.1123,"SGD, 101, 4, 32, 0.01"
SGD,101,6,32,0.01,0.6597,2.0799,"SGD, 101, 6, 32, 0.01"
SGD,101,8,32,0.01,0.7104,2.0475,"SGD, 101, 8, 32, 0.01"
SGD,101,10,32,0.01,0.7501,2.0151,"SGD, 101, 10, 32, 0.01"
SGD,101,30,32,0.01,0.9103,1.7745,"SGD, 101, 30, 32, 0.01"
SGD,101,50,32,0.01,0.9606,1.5281,"SGD, 101, 50, 32, 0.01"
SGD,101,70,32,0.01,0.9803,1.2936,"SGD, 101, 70, 32, 0.01"
SGD,101,90,32,0.01,0.9909,1.0791,"SGD, 101, 90, 32, 0.01"
SGD,101,110,32,0.01,0.9909,1.0791,"SGD, 101, 110, 32, 0.01"
SGD,101,1,64,0.01,0.481,2.1703,"SGD, 101, 1, 64, 0.01"
SGD,101,2,64,0.01,0.5404,2.1389,"SGD, 101, 2, 64, 0.01"
SGD,101,4,64,0.01,0.6196,2.1066,"SGD, 101, 4, 64, 0.01"
SGD,101,6,64,0.01,0.6792,2.0742,"SGD, 101, 6, 64, 0.01"
SGD,101,8,64,0.01,0.7299,2.0418,"SGD, 101, 8, 64, 0.01"
SGD,101,10,64,0.01,0.7696,2.0094,"SGD, 101, 10, 64, 0.01"
SGD,101,30,64,0.01,0.93,1.7589,"SGD, 101, 30, 64, 0.01"
SGD,101,50,64,0.01,0.9803,1.5124,"SGD, 101, 50, 64, 0.01"
SGD,101,70,64,0.01,0.99,1.2779,"SGD, 101, 70, 64, 0.01"
SGD,101,90,64,0.01,0.9906,1.0644,"SGD, 101, 90, 64, 0.01"
SGD,101,110,64,0.01,0.9909,0.8751,"SGD, 101, 110, 64, 0.01"
Adam,152,1,8,0.001,0.1123,2.4321,"Adam, 152, 1, 8, 0.001"
Adam,152,2,8,0.001,0.1345,2.3876,"Adam, 152, 2, 8, 0.001"
Adam,152,4,8,0.001,0.1789,2.3145,"Adam, 152, 4, 8, 0.001"
Adam,152,6,8,0.001,0.2345,2.2123,"Adam, 152, 6, 8, 0.001"
Adam,152,8,8,0.001,0.2876,2.0812,"Adam, 152, 8, 8, 0.001"
Adam,152,10,8,0.001,0.329,1.9212,"Adam, 152, 10, 8, 0.001"
Adam,152,30,8,0.001,0.6098,0.9321,"Adam, 152, 30, 8, 0.001"
Adam,152,50,8,0.001,0.7567,0.4912,"Adam, 152, 50, 8, 0.001"
Adam,152,70,8,0.001,0.8321,0.2821,"Adam, 152, 70, 8, 0.001"
Adam,152,90,8,0.001,0.8765,0.1834,"Adam, 152, 90, 8, 0.001"
Adam,152,110,8,0.001,0.9012,0.1298,"Adam, 152, 110, 8, 0.001"
Adam,152,1,16,0.001,0.1198,2.4234,"Adam, 152, 1, 16, 0.001"
Adam,152,2,16,0.001,0.1421,2.3789,"Adam, 152, 2, 16, 0.001"
Adam,152,4,16,0.001,0.1867,2.3056,"Adam, 152, 4, 16, 0.001"
Adam,152,6,16,0.001,0.2421,2.2034,"Adam, 152, 6, 16, 0.001"
Adam,152,8,16,0.001,0.2954,2.0723,"Adam, 152, 8, 16, 0.001"
Adam,152,10,16,0.001,0.3378,1.9123,"Adam, 152, 10, 16, 0.001"
Adam,152,30,16,0.001,0.6189,0.9221,"Adam, 152, 30, 16, 0.001"
Adam,152,50,16,0.001,0.7654,0.4812,"Adam, 152, 50, 16, 0.001"
Adam,152,70,16,0.001,0.8412,0.2721,"Adam, 152, 70, 16, 0.001"
Adam,152,90,16,0.001,0.8856,0.1734,"Adam, 152, 90, 16, 0.001"
Adam,152,110,16,0.001,0.9101,0.1198,"Adam, 152, 110, 16, 0.001"
Adam,152,1,32,0.001,0.1267,2.4123,"Adam, 152, 1, 32, 0.001"
Adam,152,2,32,0.001,0.149,2.3678,"Adam, 152, 2, 32, 0.001"
Adam,152,4,32,0.001,0.1934,2.2945,"Adam, 152, 4, 32, 0.001"
Adam,152,6,32,0.001,0.249,2.1923,"Adam, 152, 6, 32, 0.001"
Adam,152,8,32,0.001,0.3023,2.0612,"Adam, 152, 8, 32, 0.001"
Adam,152,10,32,0.001,0.3445,1.9012,"Adam, 152, 10, 32, 0.001"
Adam,152,30,32,0.001,0.6254,0.9123,"Adam, 152, 30, 32, 0.001"
Adam,152,50,32,0.001,0.7723,0.4712,"Adam, 152, 50, 32, 0.001"
Adam,152,70,32,0.001,0.8489,0.2621,"Adam, 152, 70, 32, 0.001"
Adam,152,90,32,0.001,0.8934,0.1634,"Adam, 152, 90, 32, 0.001"
Adam,152,110,32,0.001,0.9179,0.1098,"Adam, 152, 110, 32, 0.001"
Adam,152,1,64,0.001,0.1334,2.4012,"Adam, 152, 1, 64, 0.001"
Adam,152,2,64,0.001,0.1556,2.3567,"Adam, 152, 2, 64, 0.001"
Adam,152,4,64,0.001,0.2001,2.2834,"Adam, 152, 4, 64, 0.001"
Adam,152,6,64,0.001,0.2556,2.1812,"Adam, 152, 6, 64, 0.001"
Adam,152,8,64,0.001,0.3089,2.0501,"Adam, 152, 8, 64, 0.001"
Adam,152,10,64,0.001,0.3512,1.8901,"Adam, 152, 10, 64, 0.001"
Adam,152,30,64,0.001,0.6321,0.9012,"Adam, 152, 30, 64, 0.001"
Adam,152,50,64,0.001,0.779,0.4601,"Adam, 152, 50, 64, 0.001"
Adam,152,70,64,0.001,0.8556,0.2512,"Adam, 152, 70, 64, 0.001"
Adam,152,90,64,0.001,0.9001,0.1523,"Adam, 152, 90, 64, 0.001"
Adam,152,110,64,0.001,0.9245,0.0989,"Adam, 152, 110, 64, 0.001"
Adam,152,1,8,0.0025,0.4879,1.7845,"Adam, 152, 1, 8, 0.0025"
Adam,152,2,8,0.0025,0.5645,1.5321,"Adam, 152, 2, 8, 0.0025"
Adam,152,4,8,0.0025,0.6289,1.3012,"Adam, 152, 4, 8, 0.0025"
Adam,152,6,8,0.0025,0.6834,1.0989,"Adam, 152, 6, 8, 0.0025"
Adam,152,8,8,0.0025,0.7289,0.9321,"Adam, 152, 8, 8, 0.0025"
Adam,152,10,8,0.0025,0.7689,0.8123,"Adam, 152, 10, 8, 0.0025"
Adam,152,30,8,0.0025,0.8912,0.3876,"Adam, 152, 30, 8, 0.0025"
Adam,152,50,8,0.0025,0.9223,0.2545,"Adam, 152, 50, 8, 0.0025"
Adam,152,70,8,0.0025,0.9445,0.1765,"Adam, 152, 70, 8, 0.0025"
Adam,152,90,8,0.0025,0.9589,0.1223,"Adam, 152, 90, 8, 0.0025"
Adam,152,110,8,0.0025,0.9667,0.0898,"Adam, 152, 110, 8, 0.0025"
Adam,152,1,16,0.0025,0.5023,1.7823,"Adam, 152, 1, 16, 0.0025"
Adam,152,2,16,0.0025,0.579,1.529,"Adam, 152, 2, 16, 0.0025"
Adam,152,4,16,0.0025,0.6434,1.2989,"Adam, 152, 4, 16, 0.0025"
Adam,152,6,16,0.0025,0.6989,1.0967,"Adam, 152, 6, 16, 0.0025"
Adam,152,8,16,0.0025,0.7434,0.9301,"Adam, 152, 8, 16, 0.0025"
Adam,152,10,16,0.0025,0.7834,0.8101,"Adam, 152, 10, 16, 0.0025"
Adam,152,30,16,0.0025,0.9067,0.3856,"Adam, 152, 30, 16, 0.0025"
Adam,152,50,16,0.0025,0.9378,0.2523,"Adam, 152, 50, 16, 0.0025"
Adam,152,70,16,0.0025,0.959,0.1745,"Adam, 152, 70, 16, 0.0025"
Adam,152,90,16,0.0025,0.9723,0.1201,"Adam, 152, 90, 16, 0.0025"
Adam,152,110,16,0.0025,0.979,0.0876,"Adam, 152, 110, 16, 0.0025"
Adam,152,1,32,0.0025,0.5178,1.779,"Adam, 152, 1, 32, 0.0025"
Adam,152,2,32,0.0025,0.5945,1.5267,"Adam, 152, 2, 32, 0.0025"
Adam,152,4,32,0.0025,0.6589,1.2967,"Adam, 152, 4, 32, 0.0025"
Adam,152,6,32,0.0025,0.7134,1.0945,"Adam, 152, 6, 32, 0.0025"
Adam,152,8,32,0.0025,0.7589,0.9278,"Adam, 152, 8, 32, 0.0025"
Adam,152,10,32,0.0025,0.7989,0.8078,"Adam, 152, 10, 32, 0.0025"
Adam,152,30,32,0.0025,0.9212,0.3834,"Adam, 152, 30, 32, 0.0025"
Adam,152,50,32,0.0025,0.9523,0.2501,"Adam, 152, 50, 32, 0.0025"
Adam,152,70,32,0.0025,0.9734,0.1723,"Adam, 152, 70, 32, 0.0025"
Adam,152,90,32,0.0025,0.9867,0.1189,"Adam, 152, 90, 32, 0.0025"
Adam,152,110,32,0.0025,0.9934,0.0867,"Adam, 152, 110, 32, 0.0025"
Adam,152,1,64,0.0025,0.5321,1.7767,"Adam, 152, 1, 64, 0.0025"
Adam,152,2,64,0.0025,0.609,1.5245,"Adam, 152, 2, 64, 0.0025"
Adam,152,4,64,0.0025,0.6734,1.2945,"Adam, 152, 4, 64, 0.0025"
Adam,152,6,64,0.0025,0.7289,1.0923,"Adam, 152, 6, 64, 0.0025"
Adam,152,8,64,0.0025,0.7734,0.9256,"Adam, 152, 8, 64, 0.0025"
Adam,152,10,64,0.0025,0.8134,0.8056,"Adam, 152, 10, 64, 0.0025"
Adam,152,30,64,0.0025,0.9367,0.3812,"Adam, 152, 30, 64, 0.0025"
Adam,152,50,64,0.0025,0.9678,0.2489,"Adam, 152, 50, 64, 0.0025"
Adam,152,70,64,0.0025,0.989,0.1712,"Adam, 152, 70, 64, 0.0025"
Adam,152,90,64,0.0025,0.9945,0.1178,"Adam, 152, 90, 64, 0.0025"
Adam,152,110,64,0.0025,0.9978,0.0856,"Adam, 152, 110, 64, 0.0025"
Adam,152,1,8,0.005,0.5234,1.7654,"Adam, 152, 1, 8, 0.005"
Adam,152,2,8,0.005,0.5923,1.5123,"Adam, 152, 2, 8, 0.005"
Adam,152,4,8,0.005,0.659,1.2812,"Adam, 152, 4, 8, 0.005"
Adam,152,6,8,0.005,0.7154,1.079,"Adam, 152, 6, 8, 0.005"
Adam,152,8,8,0.005,0.7623,0.9123,"Adam, 152, 8, 8, 0.005"
Adam,152,10,8,0.005,0.8023,0.7923,"Adam, 152, 10, 8, 0.005"
Adam,152,30,8,0.005,0.9256,0.3678,"Adam, 152, 30, 8, 0.005"
Adam,152,50,8,0.005,0.9567,0.2345,"Adam, 152, 50, 8, 0.005"
Adam,152,70,8,0.005,0.9778,0.1567,"Adam, 152, 70, 8, 0.005"
Adam,152,90,8,0.005,0.989,0.1023,"Adam, 152, 90, 8, 0.005"
Adam,152,110,8,0.005,0.9956,0.069,"Adam, 152, 110, 8, 0.005"
Adam,152,1,16,0.005,0.5367,1.7623,"Adam, 152, 1, 16, 0.005"
Adam,152,2,16,0.005,0.6056,1.509,"Adam, 152, 2, 16, 0.005"
Adam,152,4,16,0.005,0.6723,1.2789,"Adam, 152, 4, 16, 0.005"
Adam,152,6,16,0.005,0.7289,1.0767,"Adam, 152, 6, 16, 0.005"
Adam,152,8,16,0.005,0.7756,0.9101,"Adam, 152, 8, 16, 0.005"
Adam,152,10,16,0.005,0.8156,0.7901,"Adam, 152, 10, 16, 0.005"
Adam,152,30,16,0.005,0.9389,0.3656,"Adam, 152, 30, 16, 0.005"
Adam,152,50,16,0.005,0.969,0.2323,"Adam, 152, 50, 16, 0.005"
Adam,152,70,16,0.005,0.989,0.1545,"Adam, 152, 70, 16, 0.005"
Adam,152,90,16,0.005,0.991,0.1001,"Adam, 152, 90, 16, 0.005"
Adam,152,110,16,0.005,0.9978,0.0678,"Adam, 152, 110, 16, 0.005"
Adam,152,1,32,0.005,0.549,1.759,"Adam, 152, 1, 32, 0.005"
Adam,152,2,32,0.005,0.6189,1.5067,"Adam, 152, 2, 32, 0.005"
Adam,152,4,32,0.005,0.6856,1.2767,"Adam, 152, 4, 32, 0.005"
Adam,152,6,32,0.005,0.7423,1.0745,"Adam, 152, 6, 32, 0.005"
Adam,152,8,32,0.005,0.789,0.9078,"Adam, 152, 8, 32, 0.005"
Adam,152,10,32,0.005,0.829,0.7878,"Adam, 152, 10, 32, 0.005"
Adam,152,30,32,0.005,0.9512,0.3634,"Adam, 152, 30, 32, 0.005"
Adam,152,50,32,0.005,0.9812,0.2301,"Adam, 152, 50, 32, 0.005"
Adam,152,70,32,0.005,0.9923,0.1523,"Adam, 152, 70, 32, 0.005"
Adam,152,90,32,0.005,0.9934,0.0978,"Adam, 152, 90, 32, 0.005"
Adam,152,110,32,0.005,0.999,0.0656,"Adam, 152, 110, 32, 0.005"
Adam,152,1,64,0.005,0.5612,1.7567,"Adam, 152, 1, 64, 0.005"
Adam,152,2,64,0.005,0.6312,1.5045,"Adam, 152, 2, 64, 0.005"
Adam,152,4,64,0.005,0.6989,1.2745,"Adam, 152, 4, 64, 0.005"
Adam,152,6,64,0.005,0.7556,1.0723,"Adam, 152, 6, 64, 0.005"
Adam,152,8,64,0.005,0.8023,0.9056,"Adam, 152, 8, 64, 0.005"
Adam,152,10,64,0.005,0.8423,0.7856,"Adam, 152, 10, 64, 0.005"
Adam,152,30,64,0.005,0.9645,0.3612,"Adam, 152, 30, 64, 0.005"
Adam,152,50,64,0.005,0.9945,0.2278,"Adam, 152, 50, 64, 0.005"
Adam,152,70,64,0.005,0.9956,0.149,"Adam, 152, 70, 64, 0.005"
Adam,152,90,64,0.005,0.9967,0.0945,"Adam, 152, 90, 64, 0.005"
Adam,152,110,64,0.005,1,0.0623,"Adam, 152, 110, 64, 0.005"
Adam,152,1,8,0.0075,0.4823,1.789,"Adam, 152, 1, 8, 0.0075"
Adam,152,2,8,0.0075,0.4923,1.7856,"Adam, 152, 2, 8, 0.0075"
Adam,152,4,8,0.0075,0.5123,1.779,"Adam, 152, 4, 8, 0.0075"
Adam,152,6,8,0.0075,0.5456,1.769,"Adam, 152, 6, 8, 0.0075"
Adam,152,8,8,0.0075,0.589,1.7556,"Adam, 152, 8, 8, 0.0075"
Adam,152,10,8,0.0075,0.6401,1.7389,"Adam, 152, 10, 8, 0.0075"
Adam,152,30,8,0.0075,0.8767,1.5989,"Adam, 152, 30, 8, 0.0075"
Adam,152,50,8,0.0075,0.929,1.4567,"Adam, 152, 50, 8, 0.0075"
Adam,152,70,8,0.0075,0.9556,1.3278,"Adam, 152, 70, 8, 0.0075"
Adam,152,90,8,0.0075,0.9689,1.2256,"Adam, 152, 90, 8, 0.0075"
Adam,152,110,8,0.0075,0.9778,1.1512,"Adam, 152, 110, 8, 0.0075"
Adam,152,1,16,0.0075,0.4934,1.7867,"Adam, 152, 1, 16, 0.0075"
Adam,152,2,16,0.0075,0.5034,1.7834,"Adam, 152, 2, 16, 0.0075"
Adam,152,4,16,0.0075,0.5234,1.7767,"Adam, 152, 4, 16, 0.0075"
Adam,152,6,16,0.0075,0.5567,1.7667,"Adam, 152, 6, 16, 0.0075"
Adam,152,8,16,0.0075,0.6001,1.7534,"Adam, 152, 8, 16, 0.0075"
Adam,152,10,16,0.0075,0.6512,1.7367,"Adam, 152, 10, 16, 0.0075"
Adam,152,30,16,0.0075,0.8878,1.5967,"Adam, 152, 30, 16, 0.0075"
Adam,152,50,16,0.0075,0.9401,1.4545,"Adam, 152, 50, 16, 0.0075"
Adam,152,70,16,0.0075,0.9667,1.3256,"Adam, 152, 70, 16, 0.0075"
Adam,152,90,16,0.0075,0.979,1.2234,"Adam, 152, 90, 16, 0.0075"
Adam,152,110,16,0.0075,0.9878,1.149,"Adam, 152, 110, 16, 0.0075"
Adam,152,1,32,0.0075,0.5045,1.7845,"Adam, 152, 1, 32, 0.0075"
Adam,152,2,32,0.0075,0.5145,1.7812,"Adam, 152, 2, 32, 0.0075"
Adam,152,4,32,0.0075,0.5345,1.7745,"Adam, 152, 4, 32, 0.0075"
Adam,152,6,32,0.0075,0.5678,1.7645,"Adam, 152, 6, 32, 0.0075"
Adam,152,8,32,0.0075,0.6112,1.7512,"Adam, 152, 8, 32, 0.0075"
Adam,152,10,32,0.0075,0.6623,1.7345,"Adam, 152, 10, 32, 0.0075"
Adam,152,30,32,0.0075,0.8989,1.5945,"Adam, 152, 30, 32, 0.0075"
Adam,152,50,32,0.0075,0.9512,1.4523,"Adam, 152, 50, 32, 0.0075"
Adam,152,70,32,0.0075,0.9778,1.3234,"Adam, 152, 70, 32, 0.0075"
Adam,152,90,32,0.0075,0.9901,1.2212,"Adam, 152, 90, 32, 0.0075"
Adam,152,110,32,0.0075,0.9978,1.1467,"Adam, 152, 110, 32, 0.0075"
Adam,152,1,64,0.0075,0.5156,1.7823,"Adam, 152, 1, 64, 0.0075"
Adam,152,2,64,0.0075,0.5256,1.779,"Adam, 152, 2, 64, 0.0075"
Adam,152,4,64,0.0075,0.5456,1.7723,"Adam, 152, 4, 64, 0.0075"
Adam,152,6,64,0.0075,0.5789,1.7623,"Adam, 152, 6, 64, 0.0075"
Adam,152,8,64,0.0075,0.6223,1.749,"Adam, 152, 8, 64, 0.0075"
Adam,152,10,64,0.0075,0.6734,1.7323,"Adam, 152, 10, 64, 0.0075"
Adam,152,30,64,0.0075,0.909,1.5923,"Adam, 152, 30, 64, 0.0075"
Adam,152,50,64,0.0075,0.9612,1.4501,"Adam, 152, 50, 64, 0.0075"
Adam,152,70,64,0.0075,0.9878,1.3212,"Adam, 152, 70, 64, 0.0075"
Adam,152,90,64,0.0075,0.999,1.2189,"Adam, 152, 90, 64, 0.0075"
Adam,152,110,64,0.0075,1,1.1445,"Adam, 152, 110, 64, 0.0075"
Adam,152,1,8,0.01,0.1123,2.3456,"Adam, 152, 1, 8, 0.01"
Adam,152,2,8,0.01,0.1145,2.3423,"Adam, 152, 2, 8, 0.01"
Adam,152,4,8,0.01,0.119,2.3345,"Adam, 152, 4, 8, 0.01"
Adam,152,6,8,0.01,0.1256,2.3223,"Adam, 152, 6, 8, 0.01"
Adam,152,8,8,0.01,0.1345,2.3056,"Adam, 152, 8, 8, 0.01"
Adam,152,10,8,0.01,0.1456,2.2845,"Adam, 152, 10, 8, 0.01"
Adam,152,30,8,0.01,0.2312,2.0456,"Adam, 152, 30, 8, 0.01"
Adam,152,50,8,0.01,0.2978,1.8456,"Adam, 152, 50, 8, 0.01"
Adam,152,70,8,0.01,0.3545,1.6845,"Adam, 152, 70, 8, 0.01"
Adam,152,90,8,0.01,0.4012,1.5623,"Adam, 152, 90, 8, 0.01"
Adam,152,110,8,0.01,0.4378,1.4789,"Adam, 152, 110, 8, 0.01"
Adam,152,1,16,0.01,0.1145,2.3423,"Adam, 152, 1, 16, 0.01"
Adam,152,2,16,0.01,0.1167,2.339,"Adam, 152, 2, 16, 0.01"
Adam,152,4,16,0.01,0.1212,2.3312,"Adam, 152, 4, 16, 0.01"
Adam,152,6,16,0.01,0.1278,2.319,"Adam, 152, 6, 16, 0.01"
Adam,152,8,16,0.01,0.1367,2.3023,"Adam, 152, 8, 16, 0.01"
Adam,152,10,16,0.01,0.1478,2.2812,"Adam, 152, 10, 16, 0.01"
Adam,152,30,16,0.01,0.2334,2.0423,"Adam, 152, 30, 16, 0.01"
Adam,152,50,16,0.01,0.299,1.8423,"Adam, 152, 50, 16, 0.01"
Adam,152,70,16,0.01,0.3556,1.6812,"Adam, 152, 70, 16, 0.01"
Adam,152,90,16,0.01,0.4023,1.559,"Adam, 152, 90, 16, 0.01"
Adam,152,110,16,0.01,0.4389,1.4756,"Adam, 152, 110, 16, 0.01"
Adam,152,1,32,0.01,0.1167,2.339,"Adam, 152, 1, 32, 0.01"
